document_id,date,title,pdf_url,description,description_source
C09000061,3/10/1996,"March 10, 1996 Note From Strobe Talbott To Chris W/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000061/C09000061.pdf,"State Department FOIA record C09000061, dated 5/8/1995, is titled ""Interview with Andrei Kosyrev"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000062,3/16/1996,"March 16, 1996 Note To Chris",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000062/C09000062.pdf,"State Department FOIA record C09000062, dated 4/14/1996, is titled ""April 14, 1996 Letter From Jing N. Wu To Bill w/Attached Facsimile Transmission"". The released text begins: ""Jing Wu, who will be visiting Haiti for several days starting May 3. Wu is a specialist in Chinese Chinese traditional medicine.""",pdf
C09000006,3/22/1996,"March 22, 1996 Letter From Acting Secretary To Elaine Agnes McGovern",https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000006/C09000006.pdf,"State Department FOIA record C09000006, dated 3/22/1996, is titled ""March 22, 1996 Letter From Acting Secretary To Elaine Agnes McGovern"". The released text begins: ""McGovern: l'm writing to convey my regret and apologies for the confusion at the Retirement Ceremony this morning. 0ur reliance on computer lists can and does get us in trouble, as it did today. I did want to congratulate you on a job well done in a series of difficult posts around the world: Belgrade, Pretoria, Rabat, Nairobi, Libreville, New Delhi, Colombo and, fiiially, Vienna.""",pdf
C09000008,3/25/1996,Handwritten Letters,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000008/C09000008.pdf,"State Department FOIA record C09000008, dated 8/19/1988, is titled ""August 19, 1988 Note From Strobe Talbott To Steve"". The released text begins: ""The hardest part is still to come -— how take the general thesis outlined here and apply it to the agenda and schedule of the Summit itself, and how we apply it to the hard choices we have ahead of us, especially vis-a-vis vis-à-vis Treasu… Wednesday, August 19, 1998, 7 a.m. • What we need: a ""high concept"" paper that puts the objectives of Summjt in the context of our long-term (and long-standing) the Summit strategy toward Russia, and that balanc…",pdf
C09000070,3/26/1996,"March 26, 1996 Note From Strobe To Leon",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000070/C09000070.pdf,"State Department FOIA record C09000070, dated 9/22/1995, is titled ""September 22, 1995 Letter to Sandy"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000009,3/29/1996,"March 29, 1996 Letter From Deputy Secretary To Hans von Ploetz",https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000009/C09000009.pdf,"State Department FOIA record C09000009, dated 8/31/1995, is titled ""BOSNIA: SECRETARY-KOZYREV LETTER"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000069,3/29/1996,BIRTHDAY GREETINGS FROM THE DEPUTY SECRETARY TO ESTONIAN PRESIDENT MERI w/Attached Cover Sheet,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000069/C09000069.pdf,"State Department FOIA record C09000069, dated 9/8/1982, is titled ""Public Law 97-255 97th Congress An Act"". The released text begins: ""PUBLIC 97-255--SEPI'. 8, S, 1982 1982 • Public Law 97-255 97th Congress An Act . S. ig BS OUJCtttl by the U enacted Saum and tM Senate HoUM of antl House of Representativa R~pf""Clffllatil,a ofof the 1M =· Flldiml lll&epitJ A.cl ol 1912. 21 USCUUIL United Sa:noK L Secrzose Financial Sr.c. 2.""",pdf
C09000007,3/31/1996,Argentina IPR,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000007/C09000007.pdf,"State Department FOIA record C09000007, dated 8/14/1995, is titled ""Finland and European Security"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000068,4/1/1996,OFFICIAL INFORMAL,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000068/C09000068.pdf,"State Department FOIA record C09000068, dated 12/14/1995, is titled ""Note from Strobe Talbott to ASSISTANT Secretary Holbrooke"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000066,4/2/1996,OFFICIAL INFORMAL,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000066/C09000066.pdf,"State Department FOIA record C09000066, dated 9/7/1995, is titled ""Facsimile Transmission from Strobe Talbott to Sandy Berger"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000071,4/7/1996,"April 7, 1996 Note From Strobe To Chris",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000071/C09000071.pdf,"State Department FOIA record C09000071, dated 10/5/1995, is titled ""October 5, 1995 Letter from Strobe Talbott to Vice President"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000072,4/12/1996,"April 12, 1996 Note From Strobe To Chris",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000072/C09000072.pdf,"State Department FOIA record C09000072, dated 5/26/1963, is titled ""APPENDIX V Random Musings about Chester Bowles and the Department of State by Samuel W. Lewis, May 26, 1963*"". The released text begins: """"UNCLASSIFIED"" [3/28/2024] [3/28/2U24] 304 OU4 FL-2017-13804 A-00000_3365 ti RANDOM .RANDOM MUSINGS MUSINGS ABOUT CHESTER CHESTER BOWLES BOWLES 627 44417, 0-1 I * with whom he had worked earlier in the Departrnent Department (like like Joh… By the time the Berle problem had been resolved, the Cuba fiasco had befallen, and no one in his right mind from outside could be prevailed upon to acce…",pdf
C09000062,4/14/1996,"April 14, 1996 Letter From Jing N. Wu To Bill w/Attached Facsimile Transmission",https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000062/C09000062.pdf,"State Department FOIA record C09000062, dated 4/14/1996, is titled ""April 14, 1996 Letter From Jing N. Wu To Bill w/Attached Facsimile Transmission"". The released text begins: ""Jing Wu, who will be visiting Haiti for several days starting May 3. Wu is a specialist in Chinese Chinese traditional medicine.""",pdf
C09000077,4/16/1996,DRAFT MEMORANDUM TO THE PRESIDENT,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000077/C09000077.pdf,"State Department FOIA record C09000077, dated 12/14/1995, is titled ""December 24, 1995 Note from Strobe Talbott to Ambassador Frowick"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000079,4/16/1996,Notes for interview with Martin Walker w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000079/C09000079.pdf,"State Department FOIA record C09000079, dated 7/3/1996, is titled ""Meeting with Polish President Kwasniewski"". The released text begins: ""We We will will emphasize emphasize progress in progress in democratic democratic andand economic economic reforms, reforms, and and will will be be interested to interested to talk talk about about relations relations with Russia Russia i… U.S.-Polish U.S.-Polish relations relations are are probably probably better better now now than at any time in our common history as than at any time in our common as independent independent states. states.""",pdf
C09000077,4/24/1996,REMARKS OF ACTING SECRETARY TALBOTT TO THE OAS PERMANENT COUNCIL ON PARAGUAY,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000077/C09000077.pdf,"State Department FOIA record C09000077, dated 12/14/1995, is titled ""December 24, 1995 Note from Strobe Talbott to Ambassador Frowick"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000024,4/26/1996,Handwritten Letter,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000024/C09000024.pdf,"State Department FOIA record C09000024, dated 4/26/1996, is titled ""Handwritten Letter"". The released text begins: ""GORDON SMITH TO: I' , 613-944-0856 TEL: FAX: DEAR GORDON: MANY THANKS FOR YOUR BIRTHDAY MESSAGE: GREETING. I'LL AGE GRACEFULLY IN THIS JOB IF I CAN ARRANGE TO HAVE MORE FRIENDS, COLLEAGUES AND COUNTERPARTS LIKE YOURSELF.""",pdf
C09000078,4/27/1996,OFFICIAL INFORMAL,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000078/C09000078.pdf,"State Department FOIA record C09000078, dated 4/11/1995, is titled ""U.S. - Turkish Leadership in the post-Cold War World"". The released text begins: ""U.S. -- Turkish Turkish Leadership Leadership in in the the post-Cold post-Cold War War World World (AS (AS DELIVERED) DELIVERED) Remarks Remarks by U.S. Deputy Secretary of State Strobe Talbott at at Bilkent Bilkent University University Ankara, Turkey April 11, 1995 FL-2017-13804 A-00000608870 ""UNCLASSIFIED"" 7/11/2023 FL-2017-13804 7-11-23 2 It's a pleasure to be back in Ankara.""",pdf
C09000010,4/28/1996,"Russia in Turbulence and Transition An Address by Strobe Talbott Deputy Secretary of State Amherst College, May 1, 1996",https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000010/C09000010.pdf,"State Department FOIA record C09000010, dated 10/13/1995, is titled ""Memorandum from Strobe Talbott to Ambassador Holbrooke"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000011,4/28/1996,"American Leadership in an Interdependent World An Address by Strobe Talbott Deputy Secretary of State Philadelphia World Affairs Council (CHECK) April 30, 1996",https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000011/C09000011.pdf,"State Department FOIA record C09000011, dated 7/9/1993, is titled ""Handwritten Notes"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000043,5/6/1996,RUSSIAN AMBASSADOR SAYS PRIMAKOV FALLING INTO SOVIET OLD-THINK,https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000043/C09000043.pdf,"State Department FOIA record C09000043, dated 6/20/1995, is titled ""June 19, 1995 Letter from Strobe Talbott to James Hoge W/Attached Transmission Sheet"". The released text begins: ""I wanted to think about it over the weekend before I wanted to think about it over the weekend before replying replying. . Having Having done done so, so, II bbelieve e lieve wewe should should pull pull the the plug plug on on this this projec project for FA, t for FA, and and I'll I'll try try to to place place the the piece piece somewhere somewhere else. e…""",pdf
C09000044,5/8/1996,PAPER FOR MAMEDOV ON CFE,https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000044/C09000044.pdf,"State Department FOIA record C09000044, dated 6/21/1995, is titled ""June 21, 1995 Letter from Strobe Talbott to Thomas F. McLarty III W/Attached Facsimile Transmission"". The released text begins: ""(Incl. cover) cover) TO: TO: The The Honorable Honorable Thomas Thomas FF. As As II understand understand it it,, even even the the notion notion ofof milair milair support support ffor or the the NSC - des i g n ated NSC-designated Presidential Presidential Delegation Delegation ttoo the the Menem Menem inaugura…""",pdf
C09000013,5/20/1996,Note From Strobe Talbott To Tom,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000013/C09000013.pdf,"State Department FOIA record C09000013, dated 11/3/1995, is titled ""Handwriten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000054,5/20/1996,"May 20, 1996 Letter From Jean-David Levitte To Colleagues w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000054/C09000054.pdf,"State Department FOIA record C09000054, dated 4/28/1993, is titled ""Proposed Message to President Yeltsin"". The released text begins: ""I have also attached a proposed response to Yeltsin (which I have reviewed with Strobe Talbott). The proposed message includes our views on a variety of the most important issues on the agenda with Russia.""",pdf
C09000075,5/20/1996,"May 20, 1996 Note From Strobe Talbott To Tom w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000075/C09000075.pdf,"State Department FOIA record C09000075, dated 11/22/1995, is titled ""November 22, 1995 Letter from Strobe Talbott to Sandy"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000012,5/21/1996,U.S. Has Prepared Well for Russian Election,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000012/C09000012.pdf,"State Department FOIA record C09000012, dated 9/12/1994, is titled ""September 12, 1994 Letter To Boris"". The released text begins: ""II agree agree with with you thatthat we should work we.. should work with with our our P-5 P- colleagues to colleagues to give give impulse impulse toto a a ban ban onon production production of of weapon-grade weapon-grade fissile materi… The fissile The efforts efforts to to develop develop aa ban ban in in the the Conference Conference on Disarmament on Disarmament (CD) (CD) have have thus thus far far been been slow, slow, and and P-5 P-5 action action could…",pdf
C09000046,5/21/1996,OFFICIAL-INFORMAL,https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000046/C09000046.pdf,"State Department FOIA record C09000046, dated 6/28/1995, is titled ""Strobe Talbott's answer to questions re: Mr. Pifer's security update"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000055,5/21/1996,"May 21, 1996 Letter From Nicholas Burns To Mr. Lelyveld w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000055/C09000055.pdf,"State Department FOIA record C09000055, dated 10/17/1994, is titled ""Delivered to the White House 10/17"". The released text begins: ""I have given appropriate instructions regarding the vote being governed by the supreme interests of the US-Russian partnership. References to Iraq having not withdrawn its tanks to their permanent stationment positions, are not valid.""",pdf
C09000056,5/21/1996,U.S. Has Prepared Well for-Russian Election,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000056/C09000056.pdf,"State Department FOIA record C09000056, dated 6/9/1994, is titled ""Letter dated June 9, 1994 from Nelson S. Talbott to Bill Clinton"". The released text begins: ""TM-1KM WW4AM PAWL _OWO AWING June 9. 1994 Dear Mr. President: Weicome home from an outstanding, inspirational performance in Europe.""",pdf
C09000058,5/21/1996,"May 21, 1996 Letter From Sam Nunn To Dmitriy Borisovich Ryurikov",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000058/C09000058.pdf,"State Department FOIA record C09000058, dated 5/2/1994, is titled ""YOUR APPEARANCE ON CNN TOMORROW"". The released text begins: ""You can use the occasion to assert our objectives, explain our strategy, review our accomplishments, and push back against our critics. Like most other periods of great change, this era comes at the end of a war.""",pdf
C09000059,5/21/1996,"May 21, 1996 Letter From Sam Nunn To Baturin, Yuriy Mikhalovich",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000059/C09000059.pdf,"State Department FOIA record C09000059, dated 10/19/1996, is titled ""October 19, 1996 Letter From George To Strobe Talbott"". The released text begins: ""In accordance with rather trustworthy information, there is an agreement signed by US Assistant Secretary of Defense and Deputy Chief of Staff of the Turkish Army to modify Turkish F-16 aircrafts in order to give them nuclear weapons deliv… Specifically, it concerns a special certification of the above-mentioned aircrafts and the possibility of their deployment with nuclear equipment.""",pdf
C09000060,5/21/1996,"May 21, 1996 Letter From Sam Nunn To Andrei Afanasyevich Kokoshin",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000060/C09000060.pdf,"State Department FOIA record C09000060, dated 11/21/1995, is titled ""November 21, 1995 Letter from Strobe to Chris and Dick with attachments"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000061,5/21/1996,"May 21, 1996 Letter From Sam Nunn To Vladimir Petrovich Lukin",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000061/C09000061.pdf,"State Department FOIA record C09000061, dated 5/8/1995, is titled ""Interview with Andrei Kosyrev"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000018,5/26/1996,Hand written letter w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000018/C09000018.pdf,"State Department FOIA record C09000018, dated 9/18/1996, is titled ""September 18, 1996 Note From Strobe Talbott To SANDY BERGER W/Attachment(s)"". The released text begins: ""A-00000509060 ""UNCLASSIFIED"" 5/18/2022 FL-2017-13804 5-18-22 5-18-2267 FL-2017-13804 United States Department of State The Deputy Secretary Secretary of of State Washington, D.C. 20520 September 18, 1996 .. .. NOTE TO T0 NSC - SANDY BERGER Sandy, As I said on the phone, I think we're with striking distance of an acceptable approach to our Latin American arrns arms transfer policy.""",pdf
C09000076,5/26/1996,"May 26, 1996 Handwritten Note From Strobe Talbott To Melanne w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000076/C09000076.pdf,"State Department FOIA record C09000076, dated 11/22/1995, is titled ""November 22, 1995 Note from Strobe Talbott to Sandy"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000053,5/27/1996,"DON'T FORGET THE BENEFITS Despite worries about a new cold war, the U.S. should stay focused on the gains",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000053/C09000053.pdf,"State Department FOIA record C09000053, dated 5/4/1994, is titled ""Opening comments about last night's CNN"". The released text begins: ""BC asks about Karen Elliot House ST: She's a neocon, wife of Kahn, beaten up alot of us over years, close to WSJ editorial line. Not a classic right-winger , but hard line.""",pdf
C09000044,5/29/1996,Handwritten Letter,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000044/C09000044.pdf,"State Department FOIA record C09000044, dated 6/21/1995, is titled ""June 21, 1995 Letter from Strobe Talbott to Thomas F. McLarty III W/Attached Facsimile Transmission"". The released text begins: ""(Incl. cover) cover) TO: TO: The The Honorable Honorable Thomas Thomas FF. As As II understand understand it it,, even even the the notion notion ofof milair milair support support ffor or the the NSC - des i g n ated NSC-designated Presidential Presidential Delegation Delegation ttoo the the Menem Menem inaugura…""",pdf
C09000017,5/31/1996,"May 31, 1996 letter from Joesph Lelyveld to Strobe Talbott",https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000017/C09000017.pdf,"State Department FOIA record C09000017, dated 11/13/1995, is titled ""November 13, 1995 Note from Strobe Talbott to Mrs. Gati"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000015,6/1/1996,"June 1, 1996 letter from Deputy Secretary to Brigadier General Thomas J Keck",https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000015/C09000015.pdf,"State Department FOIA record C09000015, dated 11/8/1995, is titled ""NATIONALISM FOR REALISTS: RUSSIAN SECURITY EXPERTS SEEK TO COMBINE REFORM AND REASSERTION"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000027,6/4/1996,Haiti Trip,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000027/C09000027.pdf,"State Department FOIA record C09000027, dated 5/30/1995, is titled ""Daily Activity Report"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000067,6/5/1996,U. S. Military Presence in Panama post-1999,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000067/C09000067.pdf,"State Department FOIA record C09000067, dated 9/21/1995, is titled ""Facsimile Transmission from Strobe Talbott to Leon Fuerth"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000026,6/6/1996,Comment on Kissinger re Russia and China w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000026/C09000026.pdf,"State Department FOIA record C09000026, dated 4/22/1995, is titled ""April 22, 1995 Memorandum from Strobe Talbott to THE SECRETARY"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000034,6/10/1996,"SECRETARY CHRISTOPHER'S MEETING WITH RUSSIAN FOREIGN MINISTER PRIMAKOV; JUNE 4, 1996, BERLIN w/Attached Cover Sheet",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000034/C09000034.pdf,"State Department FOIA record C09000034, dated 9/25/1995, is titled ""September 25, 1995 letter From Strobe Talbott To Elise Lewis with attachment"". The released text begins: ""Lewis: I am writing in enthusiastic support of Tom Donilon for Council membership. Please take this letter as a genuinely personal endorsement from someone who knows the Council well -- and of someone who, I'm convinced, would make a real contribution to the activities of the CFR for a long time to come.""",pdf
C09000035,6/10/1996,The CFE Review Conference: A Retrospective w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000035/C09000035.pdf,"State Department FOIA record C09000035, dated 11/28/1995, is titled ""November 28, 1995 Note from Strobe Talbott to Ambassador McNamara"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000036,6/10/1996,Handwritten Letter,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000036/C09000036.pdf,"State Department FOIA record C09000036, dated 12/29/1991, is titled ""December 29, 1991 Note From Strobe Talbott to MKA"". The released text begins: ""They confirm what had been my assumption anyway: the central allegation of the piece is utter, mischievous nonsense; and I was in the dark by inadvertence. They also agree that I should have been read into this matter in a timely way, both because of my responsibilities in D and also because of my more specific duties on Russia policy.""",pdf
C09000036,6/10/1996,BILATERAL PRESIDENTIAL MEETING AT LYON SUMMIT,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000036/C09000036.pdf,"State Department FOIA record C09000036, dated 12/29/1991, is titled ""December 29, 1991 Note From Strobe Talbott to MKA"". The released text begins: ""They confirm what had been my assumption anyway: the central allegation of the piece is utter, mischievous nonsense; and I was in the dark by inadvertence. They also agree that I should have been read into this matter in a timely way, both because of my responsibilities in D and also because of my more specific duties on Russia policy.""",pdf
C09000057,6/10/1996,Message to Yeltsin w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000057/C09000057.pdf,"State Department FOIA record C09000057, dated 9/30/1993, is titled ""September 30, 1993 Letter To Tony"". The released text begins: ""I've been concerned over the past little whi.le, certainly going back to the Great Grachev Near-Non-Drop-By, that we really did need to sit down and talk through with each other a couple of issues. But that's not going to be very easy.""",pdf
C09000068,6/10/1996,Handwritten Letter w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000068/C09000068.pdf,"State Department FOIA record C09000068, dated 12/14/1995, is titled ""Note from Strobe Talbott to ASSISTANT Secretary Holbrooke"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000069,6/10/1996,"June 10, 1996 Note From Strobe Talbott To Tom",https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000069/C09000069.pdf,"State Department FOIA record C09000069, dated 9/8/1982, is titled ""Public Law 97-255 97th Congress An Act"". The released text begins: ""PUBLIC 97-255--SEPI'. 8, S, 1982 1982 • Public Law 97-255 97th Congress An Act . S. ig BS OUJCtttl by the U enacted Saum and tM Senate HoUM of antl House of Representativa R~pf""Clffllatil,a ofof the 1M =· Flldiml lll&epitJ A.cl ol 1912. 21 USCUUIL United Sa:noK L Secrzose Financial Sr.c. 2.""",pdf
C09000003,6/11/1996,Handwritten Note W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000003/C09000003.pdf,"State Department FOIA record C09000003, dated 8/5/1995, is titled ""August 5, 1995 Letter From Strobe Talbott To Jaswant"". The released text begins: ""Three generations of our family are gathering, under the of my father (an ornithological pandit and master of leadership of of the wilderness), for an expedition to the Galapagos Islands. Before departing, I wanted to put before you some thoughts about our next meeting.""",pdf
C09000037,6/16/1996,SECRETARY LETTER TO PRIMAKOV ON MEPP w/Attached Cover Sheet,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000037/C09000037.pdf,"State Department FOIA record C09000037, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000056,6/18/1996,Transmittal Memorandum of Telephone Conversation with Russian Boris Yeltsin w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000056/C09000056.pdf,"State Department FOIA record C09000056, dated 6/9/1994, is titled ""Letter dated June 9, 1994 from Nelson S. Talbott to Bill Clinton"". The released text begins: ""TM-1KM WW4AM PAWL _OWO AWING June 9. 1994 Dear Mr. President: Weicome home from an outstanding, inspirational performance in Europe.""",pdf
C09000029,6/19/1996,G-7 working Dinner w/Attached Fax Cover Sheet,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000029/C09000029.pdf,"State Department FOIA record C09000029, dated 6/8/1995, is titled ""Daily Activity Report"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000027,6/20/1996,PERSONAL MESSAGE ON HAITI FOR GEM,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000027/C09000027.pdf,"State Department FOIA record C09000027, dated 5/30/1995, is titled ""Daily Activity Report"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000028,6/20/1996,MEMORANDUM OF CONVERSATION BETWEEN PRESIDENT CLINTON AND PRESIDENT YELTSIN ON 6/18/96,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000028/C09000028.pdf,"State Department FOIA record C09000028, dated 5/31/1995, is titled ""Daily Activity Report"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000015,6/25/1996,"June 25, 1996 Note From Strobe Talbott To Sandy",https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000015/C09000015.pdf,"State Department FOIA record C09000015, dated 11/8/1995, is titled ""NATIONALISM FOR REALISTS: RUSSIAN SECURITY EXPERTS SEEK TO COMBINE REFORM AND REASSERTION"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000067,6/27/1996,OFFICIAL INFORMAL,https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000067/C09000067.pdf,"State Department FOIA record C09000067, dated 9/21/1995, is titled ""Facsimile Transmission from Strobe Talbott to Leon Fuerth"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
